Location_Cluster_ID;Merged_Record_Count;Main_Type;id_final;Location;Address;Latitude;Longitude;Capacity_Sum;Zip_Code;ID;Company;Type;Infrastructure;Type Infrastructure;City;Company_raw;Type_raw;Infrastructure_raw;Type Infrastructure_raw;City_raw;Location_raw;Address_raw;Zip Code_raw;Import_Source;Import_Classification;Data_Quality_Flag;Record_Service_Type_Code;Record_Service_Type_Name;Type_Group_Code;Cluster_Record_Count;Cluster_Company_Count;Has_Locker;Has_PUDO;Has_Click_Collect;Has_Distribution_Center;Has_Last_Mile_Station;Has_Warehouse;Has_Convenience_Store;Has_Unknown;Cluster_Service_Type_Code;Cluster_Service_Type_Name;Cluster_Sharing_Type_Code;Cluster_Sharing_Type_Name;Cluster_Diameter_m;Cluster_Spatial_Confidence_Code;Cluster_Spatial_Confidence_Name;Cluster_Companies;Cluster_Review_Required
BAR_LOC_000234;2;PUDO;237;Skipper;C/ de Travessera de Dalt, 50;414.094.481.340.436;215.470.857.327.596;240;8024;237 + 2073;InPost + UPS;Convenience Stores;Privada;Premises;Barcelona;InPost + UPS;Convenience stores;Private;Premises;Barcelona;Skipper + Skipper;C/ de Travessera de Dalt, 50 + C/ de Travessera de Dalt, 48;8024 + 8024;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;20.08;2;Medium;InPost | UPS + InPost | UPS;FALSE
BAR_LOC_000237;4;PUDO;240;Mf Solution;Av. de Vallcarca, 46;414.097.050.867.101;21.479.763.833.842.000;480;8024;240 + 381 + 1137 + 1657;InPost + InPost + SEUR + Ctt Express;Convenience Stores;Privada;Premises;Barcelona;InPost + InPost + SEUR + CTT Express;Convenience stores;Private;Premises;Barcelona;Mf Solution + Mf Solution + Mobile Expert + Mobile Expert;Av. de Vallcarca, 46 + Av. de Vallcarca, 46 + Av. de Vallcarca, 46 + Av. de Vallcarca, 46;8024 + 8023 + 8023 + 8023;;;;7 + 7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store + Convenience Store;1;4;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;11.28;1;High;Ctt Express | InPost | SEUR + Ctt Express | InPost | SEUR + Ctt Express | InPost | SEUR + Ctt Express | InPost | SEUR;FALSE
BAR_LOC_000243;2;PUDO;247;La Bodega Mediterranea;Carrer de Lepant, 344;414.080.206.777.804;2.172.731.537.435.690;180;8024;247 + 756;InPost + Amazon;Convenience Stores + Locker;Privada;Premises + Kiosk;Barcelona;InPost + Amazon;Convenience stores + Lockers;Private;Premises + Kiosk;Barcelona;La Bodega Mediterranea + Amazon Lockers - Astola;Carrer de Lepant, 344 + Carrer de Lepant, 344;8024 + 8025;;;;7 + 1;Convenience Store + Locker;1;2;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;7;Multiple services;4;Multiple companies, multiple services;19.21;2;Medium;Amazon | InPost + Amazon | InPost;FALSE
BAR_LOC_000247;3;PUDO;251;Lockers 24/7 Bsm Avinguda Gaudi;Carrer de los Castillejos, 328;4.141.008.920.740.920;21.739.725.919.475.500;180;8024;251 + 760 + 1162;InPost + Amazon + SEUR;Locker;Pública;Parking;Barcelona;InPost + Amazon + SEUR;Lockers;Public;Parking;Barcelona;Lockers 24/7 Bsm Avinguda Gaudi + Amazon Lockers - Maseres + Seur Lockers Bsm Av Gaudi;Carrer de los Castillejos, 328 + Carrer de los Castillejos, 328 + Carrer de los Castillejos, 328;8024 + 8025 + 8025;;;;1 + 1 + 1;Locker + Locker + Locker;1;3;3;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;Locker only;3;Multiple companies, single service;17.94;2;Medium;Amazon | InPost | SEUR + Amazon | InPost | SEUR + Amazon | InPost | SEUR;FALSE
BAR_LOC_000249;4;PUDO;253;Sherrys Mobil Casa;Ronda del General Mitre, 179;414.049.939.023.313;21.409.531.179.300.200;480;8024;253 + 732 + 1569 + 1655;InPost + Amazon + Ctt Express + Ctt Express;Convenience Stores;Privada;Premises;Barcelona;InPost + Amazon + CTT Express + CTT Express;Convenience stores;Private;Premises;Barcelona;Sherrys Mobil Casa + Amazon Counter - Sherrys Mobil Casa + The Cbd Side + Sherrys Mobil Casa;Ronda del General Mitre, 179 + Ronda del General Mitre, 179 + Ronda del General Mitre, 164 + Ronda del General Mitre, 179;8024 + 8023 + 8006 + 8023;;;;7 + 7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store + Convenience Store;1;4;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;26.33;2;Medium;Amazon | Ctt Express | InPost + Amazon | Ctt Express | InPost + Amazon | Ctt Express | InPost + Amazon | Ctt Express | InPost;FALSE
BAR_LOC_000250;3;PUDO;254;Pro Cycling Faricle;Av. de la República Argentina, 168;4.141.186.584.663.030;21.422.084.632.399.800;360;8024;254 + 379 + 1654;InPost + InPost + Ctt Express;Convenience Stores;Privada;Premises;Barcelona;InPost + InPost + CTT Express;Convenience stores;Private;Premises;Barcelona;Pro Cycling Faricle + Pro Cycling Faricle + Kavya Movil.;Av. de la República Argentina, 168 + Av. de la República Argentina, 168 + Av. de la República Argentina, 164;8024 + 8023 + 8023;;;;7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store;1;3;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;15.21;2;Medium;Ctt Express | InPost + Ctt Express | InPost + Ctt Express | InPost;FALSE
BAR_LOC_000253;2;PUDO;257;Ict Smart Bcn;C. de Provença, 343;4.140.015.773.259.380;21.681.654.896.844.900;240;8024;257 + 2132;InPost + UPS;Convenience Stores;Privada;Premises;Barcelona;InPost + UPS;Convenience stores;Private;Premises;Barcelona;Ict Smart Bcn + Ict Smart Provenca;C. de Provença, 343 + C. de Provença, 343;8024 + 8037;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;0.89;1;High;InPost | UPS + InPost | UPS;FALSE
BAR_LOC_000255;4;PUDO;259;Alimentacion Bertran;Carrer de Bertran, 109;41.409.393.846.644.700;213.918.198.899.887;480;8024;259 + 382 + 1370 + 2064;InPost + InPost + Dhl + UPS;Convenience Stores;Privada;Premises + Supermarket;Barcelona;InPost + InPost + DHL + UPS;Convenience stores;Private;Premises + Supermarket;Barcelona;Alimentacion Bertran + Alimentacion Bertran + Supermercado Bertran Barcelona + Alimentacio Bertran 109;Carrer de Bertran, 109 + Carrer de Bertran, 109 + Carrer de Bertran, 109 + Carrer de Bertran, 109;8024 + 8023 + 8023 + 8023;;;;7 + 7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store + Convenience Store;1;4;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;11.09;1;High;Dhl | InPost | UPS + Dhl | InPost | UPS + Dhl | InPost | UPS + Dhl | InPost | UPS;FALSE
BAR_LOC_000262;4;PUDO;268;Ferreteria Entretuercas;Carrer de Còrsega, 659;41.411.176.136.071.600;2.178.069.009.126.550;480;8026;268 + 763 + 764 + 1170;InPost + Amazon + Amazon + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + Amazon + Amazon + SEUR;Convenience stores;Private;Premises;Barcelona;Ferreteria Entretuercas + Amazon Counter - Ferreteria Entretuercas + Seur - Ferreteria Entretuercas + Ferreteria Entretuercas;Carrer de Còrsega, 659 + Carrer de Còrsega, 659 + Carrer de Còrsega, 659 + Carrer de Còrsega, 659;8026 + 8026 + 8026 + 8026;;;;7 + 7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store + Convenience Store;1;4;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;27.08;2;Medium;Amazon | InPost | SEUR + Amazon | InPost | SEUR + Amazon | InPost | SEUR + Amazon | InPost | SEUR;FALSE
BAR_LOC_000263;2;PUDO;269;Floristeria Arantza;Carrer de Biscaia, 329;414.153.493.220.418;21.890.320.358.771.500;240;8026;269 + 2094;InPost + UPS;Convenience Stores;Privada;Premises;Barcelona;InPost + UPS;Convenience stores;Private;Premises;Barcelona;Floristeria Arantza + Floristeria Arantza;Carrer de Biscaia, 329 + Carrer de Biscaia, 329;8026 + 8027;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;16.13;2;Medium;InPost | UPS + InPost | UPS;FALSE
BAR_LOC_000272;3;PUDO;278;Kiosko Alberto;Av. Meridiana, 282;4.142.176.182.417.800;218.728.017.405.328;360;8026;278 + 1172 + 2093;InPost + SEUR + UPS;Convenience Stores;Privada;Kiosk;Barcelona;InPost + SEUR + UPS;Convenience stores;Private;Kiosk;Barcelona;Kiosko Alberto + Kiosko Alberto + Quiosc Alberto;Av. Meridiana, 282 + Av. Meridiana, 282 + Av. Meridiana, 282;8026 + 8027 + 8027;;;;7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store;1;3;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;5.44;1;High;InPost | SEUR | UPS + InPost | SEUR | UPS + InPost | SEUR | UPS;FALSE
BAR_LOC_000277;2;PUDO;283;Ferreteria Del Barri;Av. de Madrid, 99;41.379.037.491.003.100;2.127.701.479.340.370;240;8028;283 + 1183;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Ferreteria Del Barri + Ferreteria Del Barri;Av. de Madrid, 99 + Av. de Madrid, 99;8028 + 8028;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;21.89;2;Medium;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000279;3;PUDO;285;Alyan Locutorio;Carrer del Regent Mendieta, 8;413.768.022.784.296;21.221.373.887.773.800;300;8028;285 + 793 + 2096;InPost + Amazon + UPS;Convenience Stores + Locker;Privada;Premises;Barcelona;InPost + Amazon + UPS;Convenience stores + Lockers;Private;Premises;Barcelona;Alyan Locutorio + Alyan Locutorio + Alyan Locutorio;Carrer del Regent Mendieta, 8 + Carrer del Regent Mendieta, 8 + Carrer Del Regent Mendieta 6-8;8028 + 8028 + 8028;;;;7 + 1 + 7;Convenience Store + Locker + Convenience Store;1;3;3;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;7;Multiple services;4;Multiple companies, multiple services;19.17;2;Medium;Amazon | InPost | UPS + Amazon | InPost | UPS + Amazon | InPost | UPS;FALSE
BAR_LOC_000280;2;PUDO;286;Libreria Amberes;Carrer de Galileu, 317;4.138.598.098.104.770;213.124.623.691.724;240;8028;286 + 1191;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Libreria Amberes + Libreria Amberes;Carrer de Galileu, 317 + Carrer de Galileu, 317;8028 + 8028;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;28.3;2;Medium;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000282;4;PUDO;288;Lockers 24/7 Saba Carles Iii;Gran Vía de Carlos III, 85;41.386.409.462.730.900;21.264.793.512.233.500;360;8028;288 + 1187 + 2099 + 2173;InPost + SEUR + UPS + Pudo;Locker + Convenience Stores + Click&Collect;Privada;Parking;Barcelona;InPost + SEUR + UPS + PUDO;Lockers + Convenience stores + Click&Collect;Private;Parking;Barcelona;Lockers 24/7 Saba Carles Iii + Seur Lockers Pkn Saba Carl + P Taquilla Pkg Saba Carles Iii + Parking Saba Carles Iii;Gran Vía de Carlos III, 85 + Gran Vía de Carlos III, 85 + Gran Vía de Carlos III, 85 + Gran Vía de Carlos III, 85;8028 + 8028 + 8028 + 8028;;;;1 + 1 + 7 + 3;Locker + Locker + Convenience Store + Click & Collect;1;4;4;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;7;Multiple services;4;Multiple companies, multiple services;15.32;2;Medium;InPost | Pudo | SEUR | UPS + InPost | Pudo | SEUR | UPS + InPost | Pudo | SEUR | UPS + InPost | Pudo | SEUR | UPS;FALSE
BAR_LOC_000289;4;PUDO;295;Oro Mobile;Av. de Josep Tarradellas, 48;4.138.456.902.516.920;21.428.895.313.464.600;480;8029;295 + 799 + 806 + 1193;InPost + Amazon + Amazon + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + Amazon + Amazon + SEUR;Convenience stores;Private;Premises;Barcelona;Oro Mobile + Seur - Oro Mobils + Amazon Counter - Oro Mobils + Oro Mobils;Av. de Josep Tarradellas, 48 + Av. de Josep Tarradellas, 48 + Av. de Josep Tarradellas, 48 + Av. de Josep Tarradellas, 48;8029 + 8029 + 8029 + 8029;;;;7 + 7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store + Convenience Store;1;4;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;9.68;1;High;Amazon | InPost | SEUR + Amazon | InPost | SEUR + Amazon | InPost | SEUR + Amazon | InPost | SEUR;FALSE
BAR_LOC_000291;2;PUDO;297;Kiosko Buenos Aires;Carrer de Buenos Aires, 38;41.392.319.035.438.800;2.146.845.601.283.750;240;8029;297 + 2130;InPost + UPS;Convenience Stores;Privada;Kiosk;Barcelona;InPost + UPS;Convenience stores;Private;Kiosk;Barcelona;Kiosko Buenos Aires + Quiosc Buenos Aires;Carrer de Buenos Aires, 38 + Carrer de Buenos Aires, 38;8029 + 8036;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;17.58;2;Medium;InPost | UPS + InPost | UPS;FALSE
BAR_LOC_000293;2;PUDO;299;Mahi Mobile;Carrer de Buenos Aires, 44;4.139.284.095.214.100;21.474.100.654.786.100;240;8029;299 + 1247;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Mahi Mobile + Mahi Mobile;Carrer de Buenos Aires, 44 + Carrer de Buenos Aires, 44;8029 + 8036;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;24.93;2;Medium;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000295;2;PUDO;301;Tintoreria Infanta;Carrer d'Entença, 208;4.138.568.122.824.940;214.333.981.210.099;240;8029;301 + 805;InPost + Amazon;Convenience Stores;Privada;Premises;Barcelona;InPost + Amazon;Convenience stores;Private;Premises;Barcelona;Tintoreria Infanta + Amazon Counter - Tintoreria Infanta;Carrer d'Entença, 208 + Carrer d'Entença, 208;8029 + 8029;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;6.45;1;High;Amazon | InPost + Amazon | InPost;FALSE
BAR_LOC_000297;2;PUDO;303;Phoneix Riparo;Carrer de Constança, 8;4.138.817.841.341.870;2.136.236.581.685.380;240;8029;303 + 1695;InPost + Ctt Express;Convenience Stores;Privada;Premises;Barcelona;InPost + CTT Express;Convenience stores;Private;Premises;Barcelona;Phoneix Riparo + Phoneix Reparo;Carrer de Constança, 8 + Carrer de Constança, 8-10;8029 + 8029;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;15.45;2;Medium;Ctt Express | InPost + Ctt Express | InPost;FALSE
BAR_LOC_000300;3;PUDO;306;Lockers 24/7 Parking Indigo Car;Carrer de Numància, 33;41.382.706.059.536.400;21.396.314.968.175.800;240;8029;306 + 1198 + 2108;InPost + SEUR + UPS;Locker + Convenience Stores;Privada;Parking;Barcelona;InPost + SEUR + UPS;Lockers + Convenience stores;Private;Parking;Barcelona;Lockers 24/7 Parking Indigo Car + Seur Lockers Pki Car Berll + P Taquilla Indigo Car Berllin;Carrer de Numància, 33 + Carrer de Numància, 33 + Carrer de Numància, 33;8029 + 8029 + 8029;;;;1 + 1 + 7;Locker + Locker + Convenience Store;1;3;3;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;7;Multiple services;4;Multiple companies, multiple services;17.1;2;Medium;InPost | SEUR | UPS + InPost | SEUR | UPS + InPost | SEUR | UPS;FALSE
BAR_LOC_000302;2;PUDO;308;Proxima Movil Villarroel;Carrer De Villarroel 204;41.392.247.708.101.100;2.148.623.277.703.860;240;8029;308 + 1726;InPost + Ctt Express;Convenience Stores;Privada;Premises;Barcelona;InPost + CTT Express;Convenience stores;Private;Premises;Barcelona;Proxima Movil Villarroel + Proxima Movil;Carrer De Villarroel 204 + C. de Villarroel, 204;8029 + 8036;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;18.05;2;Medium;Ctt Express | InPost + Ctt Express | InPost;FALSE
BAR_LOC_000309;2;PUDO;315;Lockers Cc W La Maquinista;Pont del Potosí, 2;4.144.292.059.275.880;2.200.249.199.661.400;120;8030;315 + 813;InPost + Amazon;Locker;Privada;Mall;Barcelona;InPost + Amazon;Lockers;Private;Mall;Barcelona;Lockers Cc W La Maquinista + Amazon Lockers - Ramon;Pont del Potosí, 2 + Pont del Potosí, 2;8030 + 8030;;;;1 + 1;Locker + Locker;1;2;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;Locker only;3;Multiple companies, single service;7.21;1;High;Amazon | InPost + Amazon | InPost;FALSE
BAR_LOC_000318;2;PUDO;324;Imprimax Pitagores;Carrer de Pitàgores, 1;4.142.819.967.349.100;216.511.399.186.255;240;8031;324 + 1221;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Imprimax Pitagores + Imprimax;Carrer de Pitàgores, 1 + Carrer de Pitàgores, 1;8031 + 8031;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;2.0;1;High;InPost | SEUR + InPost | SEUR;FALSE
