ID,Company,Type,Infrastructure,Type Infrastructure,City,Zip Code,Location,Address,Latitude,Longitude,Company_raw,Type_raw,Infrastructure_raw,Type Infrastructure_raw,City_raw,Location_raw,Address_raw,Zip Code_raw,Import_Source,Import_Classification,Data_Quality_Flag
1,InPost,Convenience Stores,Privada,Premises,Barcelona,8001,Mobil Mania,"Rambla del Raval, 6",41.3790044798589,2.16861812612738,InPost,Convenience stores,Private,Premises,Barcelona,Mobil Mania,"Rambla del Raval, 6",8001,,,
2,InPost,Convenience Stores,Privada,Premises,Barcelona,8001,Impremta Sebtor,"Carrer de l'Hospital, 157",41.3796468300729,2.16641823962006,InPost,Convenience stores,Private,Premises,Barcelona,Impremta Sebtor,"Carrer de l'Hospital, 157",8001,,,
3,InPost,Locker,Privada,Parking,Barcelona,8001,Lockers 24/7 Saba Illa Raval Bar,"C. de San Rafael, 15",41.3790928309256,2.17013296845583,InPost,Lockers,Private,Parking,Barcelona,Lockers 24/7 Saba Illa Raval Bar,"C. de San Rafael, 15",8001,,,
4,InPost,Convenience Stores,Privada,Premises,Barcelona,8001,Copisteria Geografia Ub,"Carrer de les Ramelleres, 21",41.3845661655895,2.16833741078451,InPost,Convenience stores,Private,Premises,Barcelona,Copisteria Geografia Ub,"Carrer de les Ramelleres, 21",8001,,,
5,InPost,Convenience Stores,Privada,Premises,Barcelona,8001,Copywork,"C. de Joaquín Costa, 2",41.3811768741445,2.16754441078435,InPost,Convenience stores,Private,Premises,Barcelona,Copywork,"C. de Joaquín Costa, 2",8001,,,
6,InPost,Convenience Stores,Privada,Premises,Barcelona,8001,Madiha Fashion,"Carrer Nou de la Rambla, 22",41.3787205282092,2.17342318194849,InPost,Convenience stores,Private,Premises,Barcelona,Madiha Fashion,"Carrer Nou de la Rambla, 22",8001,,,
7,InPost,Convenience Stores,Privada,Kiosk,Barcelona,8001,Kiosco De Prensa,"Rda. de Sant Antoni, 100",41.3851349634043,2.16418198379915,InPost,Convenience stores,Private,Kiosk,Barcelona,Kiosco De Prensa,"Rda. de Sant Antoni, 100",8001,,,
8,InPost,Convenience Stores,Privada,Premises,Barcelona,8001,Copypelai,"Carrer de Pelai, 9",41.3860884118811,2.16653153962034,InPost,Convenience stores,Private,Premises,Barcelona,Copypelai,"Carrer de Pelai, 9",8001,,,
9,InPost,Convenience Stores,Privada,Premises,Barcelona,8001,Phonix The Smart Point,"Carrer de Jovellanos, 1",41.3850905660604,2.16788653962031,InPost,Convenience stores,Private,Premises,Barcelona,Phonix The Smart Point,"Carrer de Jovellanos, 1",8001,,,
10,InPost,Convenience Stores,Privada,Premises,Barcelona,8001,Fiber Sonic,"Carrer del Tigre, 33",41.3823516214667,2.16386371078442,InPost,Convenience stores,Private,Premises,Barcelona,Fiber Sonic,"Carrer del Tigre, 33",8001,,,
11,InPost,Convenience Stores,Privada,Premises,Barcelona,8002,Taha Mobile Shop,"Carrer d'Avinyó, 29",41.3807051756484,2.17844139729165,InPost,Convenience stores,Private,Premises,Barcelona,Taha Mobile Shop,"Carrer d'Avinyó, 29",8002,,,
12,InPost,Convenience Stores,Privada,Premises,Barcelona,8002,Te Habla Mobile Mobile,"Carrer de Josep Anselm Clavé, 27",41.3781916324103,2.17809735496309,InPost,Convenience stores,Private,Premises,Barcelona,Te Habla Mobile Mobile,"Carrer de Josep Anselm Clavé, 27",8002,,,
13,InPost,Convenience Stores,Privada,Premises,Barcelona,8002,Libreria Balmes,"Carrer de Duran i Bas, 11",41.3858130621934,2.17457318379919,InPost,Convenience stores,Private,Premises,Barcelona,Libreria Balmes,"Carrer de Duran i Bas, 11",8002,,,
14,InPost,Convenience Stores,Privada,Premises,Barcelona,8003,Estanc Bcn 159,"Placeta de Montcada, 6",41.3845510158781,2.1819845972918,InPost,Convenience stores,Private,Premises,Barcelona,Estanc Bcn 159,"Placeta de Montcada, 6",8003,,,
15,InPost,Locker,Privada,Parking,Barcelona,8003,Lockers 24/7 Saba Barceloneta Ba,"Carrer del Baluard, 27S",41.3800918274706,2.18905622612742,InPost,Lockers,Private,Parking,Barcelona,Lockers 24/7 Saba Barceloneta Ba,"Carrer del Baluard, 27S",8003,,,
16,InPost,Convenience Stores,Privada,Premises,Barcelona,8003,Punto Y Coma,Carrer De Pepe Rubianes 12,41.3783793814063,2.18931782427689,InPost,Convenience stores,Private,Premises,Barcelona,Punto Y Coma,Carrer De Pepe Rubianes 12,8003,,,
17,InPost,Convenience Stores,Privada,Premises,Barcelona,8003,Instalaciones De La Fuente,"Carrer de la Mediterrània, 4",41.382051022256,2.18890386845596,InPost,Convenience stores,Private,Premises,Barcelona,Instalaciones De La Fuente,"Carrer de la Mediterrània, 4",8003,,,
18,InPost,Convenience Stores,Privada,Premises,Barcelona,8003,Estanc La Barceloneta,"Carrer d'Andrea Dòria, 8",41.3802820275397,2.18994731078431,InPost,Convenience stores,Private,Premises,Barcelona,Estanc La Barceloneta,"Carrer d'Andrea Dòria, 8",8003,,,
19,InPost,Convenience Stores,Privada,Premises,Barcelona,8003,Mega Mobile,"Carrer de Sant Pere Més Baix, 92",41.3888584538985,2.17937669729201,InPost,Convenience stores,Private,Premises,Barcelona,Mega Mobile,"Carrer de Sant Pere Més Baix, 92",8003,,,
20,InPost,Convenience Stores,Privada,Premises,Barcelona,8003,La Casa De Les Sabatilles,"Carrer de Sant Pere Més Alt, 76",41.3896218009452,2.17844246845625,InPost,Convenience stores,Private,Premises,Barcelona,La Casa De Les Sabatilles,"Carrer de Sant Pere Més Alt, 76",8003,,,
21,InPost,Convenience Stores,Privada,Premises,Barcelona,8003,Mamy Blu,"Carrer de Méndez Núñez, 4",41.3896942060518,2.178449397292,InPost,Convenience stores,Private,Premises,Barcelona,Mamy Blu,"Carrer de Méndez Núñez, 4",8003,,,
22,InPost,Locker,Privada,Parking,Barcelona,8003,Lockers 24/7 Parking Bamsa Franc,"Av. de Francesc Cambó, 10",41.3857495119719,2.17724629544143,InPost,Lockers,Private,Parking,Barcelona,Lockers 24/7 Parking Bamsa Franc,"Av. de Francesc Cambó, 10",8003,,,
23,InPost,Convenience Stores,Privada,Premises,Barcelona,8004,Envios Radas 25 Sl,"Carrer de Radas, 9",41.3744676400917,2.1613081972914,InPost,Convenience stores,Private,Premises,Barcelona,Envios Radas 25 Sl,"Carrer de Radas, 9",8004,,,
24,InPost,Convenience Stores,Privada,Premises,Barcelona,8004,Mi Casa Plantas,"Carrer de la Concòrdia, 36",41.3733129496731,2.15982562612715,InPost,Convenience stores,Private,Premises,Barcelona,Mi Casa Plantas,"Carrer de la Concòrdia, 36",8004,,,
25,InPost,Locker,Privada,Parking,Barcelona,8004,Lockers 24/7 Parking Grupo Bolto,"Carrer de la Concòrdia, 19",41.3734622958289,2.16016781078405,InPost,Lockers,Private,Parking,Barcelona,Lockers 24/7 Parking Grupo Bolto,"Carrer de la Concòrdia, 19",8004,,,
26,InPost,Convenience Stores,Privada,Premises,Barcelona,8004,Red Diamond Manos Emprendedoras,"Carrer de Murillo, 5",41.3730434457922,2.1621152819482,InPost,Convenience stores,Private,Premises,Barcelona,Red Diamond Manos Emprendedoras,"Carrer de Murillo, 5",8004,,,
27,InPost,Convenience Stores,Privada,Premises,Barcelona,8004,Manikurate,"Carrer de Vallhonrat, 21",41.3741188471792,2.15716524147026,InPost,Convenience stores,Private,Premises,Barcelona,Manikurate,"Carrer de Vallhonrat, 21",8004,,,
28,InPost,Convenience Stores,Privada,Premises,Barcelona,8004,Clickstar Movil,"Av. del Paralelo, 165",41.3748508863417,2.1564566684556,InPost,Convenience stores,Private,Premises,Barcelona,Clickstar Movil,"Av. del Paralelo, 165",8004,,,
29,InPost,Convenience Stores,Privada,Premises,Barcelona,8004,Bibliomusicineteca Llibreria,"Calle de Vila i Vila, 76",41.3746247416821,2.16853225496299,InPost,Convenience stores,Private,Premises,Barcelona,Bibliomusicineteca Llibreria,"Calle de Vila i Vila, 76",8004,,,
30,InPost,Convenience Stores,Privada,Premises,Barcelona,8004,La Matalasseria,"Carrer del Roser, 6",41.374452693132,2.16721338379874,InPost,Convenience stores,Private,Premises,Barcelona,La Matalasseria,"Carrer del Roser, 6",8004,,,
31,InPost,Locker,Privada,Premises,Barcelona,8004,Lockers Envios Roser,"Carrer del Roser, 12",41.3741668876965,2.16690075496291,InPost,Lockers,Private,Premises,Barcelona,Lockers Envios Roser,"Carrer del Roser, 12",8004,,,
32,InPost,Convenience Stores,Privada,Premises,Barcelona,8004,Haaf Medios Digitales,"Carrer de Piquer, 37",41.373372542667,2.16894995496294,InPost,Convenience stores,Private,Premises,Barcelona,Haaf Medios Digitales,"Carrer de Piquer, 37",8004,,,
33,InPost,Locker,Privada,Premises,Barcelona,8004,Lockers Money Exchange 08004,"Carrer de Mata, 1",41.373559595564,2.17116225311247,InPost,Lockers,Private,Premises,Barcelona,Lockers Money Exchange 08004,"Carrer de Mata, 1",8004,,,
34,InPost,Convenience Stores,Privada,Premises,Barcelona,8004,Musculmania,Gran Via de les Corts Catalanes,41.3940873910828,2.17453995311332,InPost,Convenience stores,Private,Premises,Barcelona,Musculmania,Gran Via de les Corts Catalanes,8004,,,
35,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Expendeduria 63,"Rbla. del Poblenou, 51",41.400322679271,2.202055095442,InPost,Convenience stores,Private,Premises,Barcelona,Expendeduria 63,"Rbla. del Poblenou, 51",8005,,,
36,InPost,Locker,Privada,Premises,Barcelona,8005,Lockers 24/7 Q8 Taulat,"CCarrer de la Ciutat de Granada, 1",41.3962535033943,2.20109527030692,InPost,Lockers,Private,Premises,Barcelona,Lockers 24/7 Q8 Taulat,"CCarrer de la Ciutat de Granada, 1",8005,,,
37,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Estanc 316,"Carrer de l'Arquitecte Sert, 18",41.3917751993814,2.19853223962056,InPost,Convenience stores,Private,Premises,Barcelona,Estanc 316,"Carrer de l'Arquitecte Sert, 18",8005,,,
38,InPost,Locker,Pública,Parking,Barcelona,8005,Lockers 24/7 Bsm Parking Bilbao,"Carrer de Bilbao, 29",41.4014433672769,2.20548462612825,InPost,Lockers,Public,Parking,Barcelona,Lockers 24/7 Bsm Parking Bilbao,"Carrer de Bilbao, 29",8005,,,
39,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Narosa Sweet Party,"Carrer de Marià Aguiló, 129",41.4001671230919,2.20542768379981,InPost,Convenience stores,Private,Premises,Barcelona,Narosa Sweet Party,"Carrer de Marià Aguiló, 129",8005,,,
40,InPost,Locker,Privada,Premises,Barcelona,8005,Lockers Tmb Bogatell L4,"Carrer de Pujades, 82",41.3955013358031,2.19261368194915,InPost,Lockers,Private,Premises,Barcelona,Lockers Tmb Bogatell L4,"Carrer de Pujades, 82",8005,,,
41,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Farmacia Bogatell Bcn,"Av. del Bogatell, 19",41.3929393325321,2.19644468194905,InPost,Convenience stores,Private,Premises,Barcelona,Farmacia Bogatell Bcn,"Av. del Bogatell, 19",8005,,,
42,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Papeleria Copi Rapit,"Carrer del Joncar, 47",41.4023915876346,2.20519287824853,InPost,Convenience stores,Private,Premises,Barcelona,Papeleria Copi Rapit,"Carrer del Joncar, 47",8005,,,
43,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Bol Mobils,"Carrer de la Marina, 22",41.3889634567925,2.19542123962042,InPost,Convenience stores,Private,Premises,Barcelona,Bol Mobils,"Carrer de la Marina, 22",8005,,,
44,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Lestanc De Loscar,"Rbla. del Poblenou, 77",41.401850975675,2.20017708194942,InPost,Convenience stores,Private,Premises,Barcelona,Lestanc De Loscar,"Rbla. del Poblenou, 77",8005,,,
45,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Mail Boxes Etc,"Carrer de Bilbao, 91",41.4044503168453,2.20140901263572,InPost,Convenience stores,Private,Premises,Barcelona,Mail Boxes Etc,"Carrer de Bilbao, 91",8005,,,
46,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,La Rotonda Port Olimpic,"Carrer de la Marina, 16",41.3877316114756,2.19718249544149,InPost,Convenience stores,Private,Premises,Barcelona,La Rotonda Port Olimpic,"Carrer de la Marina, 16",8005,,,
47,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Papeleria La Mar De Papers,"P.o del Taulat, 156",41.4026602687889,2.21023235311369,InPost,Convenience stores,Private,Premises,Barcelona,Papeleria La Mar De Papers,"P.º del Taulat, 156",8005,,,
48,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,Hebell,"Cam. Antiguo de Valencia, 89",41.4070326634817,2.20395478380007,InPost,Convenience stores,Private,Premises,Barcelona,Hebell,"Cam. Antiguo de Valencia, 89",8005,,,
49,InPost,Locker,Pública,Parking,Barcelona,8005,Lockers 24/7 Bsm Litoral Port,"Av. del Litoral, 34",41.3884443550264,2.19784873962043,InPost,Lockers,Public,Parking,Barcelona,Lockers 24/7 Bsm Litoral Port,"Av. del Litoral, 34",8005,,,
50,InPost,Convenience Stores,Privada,Premises,Barcelona,8005,La Gelateria Di Leonardo,"C/ de Llull, 23",41.3922281447196,2.18969558194901,InPost,Convenience stores,Private,Premises,Barcelona,La Gelateria Di Leonardo,"C/ de Llull, 23",8005,,,
51,InPost,Convenience Stores,Privada,Premises,Barcelona,8006,Foto Rodri,"Carrer de Lincoln, 42",41.4023871219558,2.14740602427788,InPost,Convenience stores,Private,Premises,Barcelona,Foto Rodri,"Carrer de Lincoln, 42",8006,,,
52,InPost,Convenience Stores,Privada,Premises,Barcelona,8006,Aribau Moviles Y Informatica,"Carrer d'Aribau, 272",41.3976961816985,2.14798442612812,InPost,Convenience stores,Private,Premises,Barcelona,Aribau Moviles Y Informatica,"Carrer d'Aribau, 272",8006,,,
53,InPost,Convenience Stores,Privada,Premises,Barcelona,8006,Estanco 355 Barcelona,"Carrer de Marià Cubí, 57",41.3982114842386,2.14947612427774,InPost,Convenience stores,Private,Premises,Barcelona,Estanco 355 Barcelona,"Carrer de Marià Cubí, 57",8006,,,
54,InPost,Convenience Stores,Privada,Premises,Barcelona,8006,Catmobils,"Travessera de Gràcia, 90",41.3982117842378,2.15279763962082,InPost,Convenience stores,Private,Premises,Barcelona,Catmobils,"Travessera de Gràcia, 90",8006,,,
55,InPost,Convenience Stores,Privada,Premises,Barcelona,8006,Novahome Reformas Stelias,"Carrer de Sant Elies, 11",41.4014447626001,2.14480901078518,InPost,Convenience stores,Private,Premises,Barcelona,Novahome Reformas Stelias,"Carrer de Sant Elies, 11",8006,,,
56,InPost,Locker,Privada,Parking,Barcelona,8006,Lockers 24/7 Saba Gala Placidia,"Plaça de Gal·la Placídia, 2",41.3990771260616,2.15368455496397,InPost,Lockers,Private,Parking,Barcelona,Lockers 24/7 Saba Gala Placidia,"Plaça de Gal·la Placídia, 2",8006,,,
57,InPost,Convenience Stores,Privada,Premises,Barcelona,8006,Printopia Sl,"Carrer Minerva, 13",41.3963781689678,2.15656027116422,InPost,Convenience stores,Private,Premises,Barcelona,Printopia Sl,"Carrer Minerva, 13",8006,,,
58,InPost,Convenience Stores,Privada,Premises,Barcelona,8006,Bo De Bo,"Carrer de Sant Hermenegild, 7",41.4040850230871,2.14543005496419,InPost,Convenience stores,Private,Premises,Barcelona,Bo De Bo,"Carrer de Sant Hermenegild, 7",8006,,,
59,InPost,Convenience Stores,Privada,Premises,Barcelona,8006,Bar Granja Lili,Carrer de Ferran Valls i Taberner,41.4032978145623,2.14138631078525,InPost,Convenience stores,Private,Premises,Barcelona,Bar Granja Lili,Carrer de Ferran Valls i Taberner,8006,,,
60,InPost,Locker,Privada,Parking,Barcelona,8007,Lockers 24/7 Bamsa Gracia Consel,"Passeig de Gràcia, 33",41.391048401091,2.1659850684563,InPost,Lockers,Private,Parking,Barcelona,Lockers 24/7 Bamsa Gracia Consel,"Passeig de Gràcia, 33",8007,,,
61,InPost,Locker,Privada,Parking,Barcelona,8007,Lockers 24/7 Bamsa Jardinets De,"Jardins de Salvador Espriu, Pg. de Gràcia, s/n",41.3974314037265,2.15901469999999,InPost,Lockers,Private,Parking,Barcelona,Lockers 24/7 Bamsa Jardinets De,"Jardins de Salvador Espriu, Pg. de Gràcia, s/n",8007,,,
