Index_1,Index_2,ID_1,ID_2,Company_1,Company_2,Type_1,Type_2,Group_1,Group_2,Location_1,Location_2,Address_1,Address_2,Distance_m,Address_Similarity,Location_Similarity,Address_Numbers_Available,Same_Address_Number,Same_Company,Same_Type,Same_Group,Should_Cluster,Pair_Classification,Pair_Rule
13,1883,14,1884,InPost,Mail Boxes Etc,Convenience Stores,Lsp Pudos,PUDO,PUDO,Estanc Bcn 159,MBE 0258,"Placeta de Montcada, 6","C/ de los Sombrereros, 25",12.18,36.36,27.27,True,False,False,False,True,True,Same group - close distance,same group and distance <= 15m
14,2194,15,2195,InPost,Pudo,Locker,Click&Collect,PUDO,PUDO,Lockers 24/7 Saba Barceloneta Ba,Saba Barceloneta,"Carrer del Baluard, 27S","Carrer del Baluard, 27",11.55,97.67,66.67,False,False,False,False,True,True,Same group - strong text match,same group and strong location/address match
14,1992,15,1993,InPost,UPS,Locker,Convenience Stores,PUDO,PUDO,Lockers 24/7 Saba Barceloneta Ba,Mail Boxes Etc 0341,"Carrer del Baluard, 27S","Carrer del Baluard, 36",30.76,88.37,31.37,False,False,False,False,True,True,Same group - strong text match,same group and strong location/address match
14,963,15,964,InPost,SEUR,Locker,Locker,PUDO,PUDO,Lockers 24/7 Saba Barceloneta Ba,Seur Lockers Saba Barcelon,"Carrer del Baluard, 27S","Carrer del Baluard, 27",33.75,97.67,72.41,False,False,False,True,True,True,Same group - strong text match,same group and strong location/address match
15,1546,16,1547,InPost,Ctt Express,Convenience Stores,Convenience Stores,PUDO,PUDO,Punto Y Coma,Mobile Zone,Carrer De Pepe Rubianes 12,"Carrer de Pepe Rubianes, 5",42.76,94.12,8.7,True,False,False,True,True,False,Different location,same group but distance > 30m
16,969,17,970,InPost,SEUR,Convenience Stores,Locker,PUDO,PUDO,Instalaciones De La Fuente,Seur Lockers Caprabo Plaza,"Carrer de la Mediterrània, 4","Mercat Municipal de, Plaça de la Font, 1",26.86,36.92,19.23,True,False,False,False,True,False,Manual review,"same group, weak text match, distance 15-30m"
18,1547,19,1548,InPost,Ctt Express,Convenience Stores,Convenience Stores,PUDO,PUDO,Mega Mobile,Mega Mobile,"Carrer de Sant Pere Més Baix, 92","Carrer de Sant Pere Més Baix, 92",23.22,100.0,100.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
19,20,20,21,InPost,InPost,Convenience Stores,Convenience Stores,PUDO,PUDO,La Casa De Les Sabatilles,Mamy Blu,"Carrer de Sant Pere Més Alt, 76","Carrer de Méndez Núñez, 4",8.07,51.85,6.06,True,False,True,True,True,True,Same group - close distance,same group and distance <= 15m
19,1540,20,1541,InPost,Ctt Express,Convenience Stores,Convenience Stores,PUDO,PUDO,La Casa De Les Sabatilles,Mã“Viles Fix It,"Carrer de Sant Pere Més Alt, 76","Carrer de Sant Pere Més Alt, 74",27.78,96.67,35.0,True,False,False,True,True,False,Manual review,"same group, weak text match, distance 15-30m"
20,1540,21,1541,InPost,Ctt Express,Convenience Stores,Convenience Stores,PUDO,PUDO,Mamy Blu,Mã“Viles Fix It,"Carrer de Méndez Núñez, 4","Carrer de Sant Pere Més Alt, 74",19.76,55.56,34.78,True,False,False,True,True,False,Manual review,"same group, weak text match, distance 15-30m"
21,1991,22,1992,InPost,UPS,Locker,Convenience Stores,PUDO,PUDO,Lockers 24/7 Parking Bamsa Franc,P Taquilla Saba Francesc Cambo,"Av. de Francesc Cambó, 10","Av. de Francesc Cambó, 10",9.85,100.0,35.48,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
21,967,22,968,InPost,SEUR,Locker,Locker,PUDO,PUDO,Lockers 24/7 Parking Bamsa Franc,Seur Lockers Saba Francesc,"Av. de Francesc Cambó, 10","Av. de Francesc Cambó, 10",11.26,100.0,58.62,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
21,2192,22,2193,InPost,Pudo,Locker,Click&Collect,PUDO,PUDO,Lockers 24/7 Parking Bamsa Franc,Saba Francesc Cambo,"Av. de Francesc Cambó, 10","Av. de Francesc Cambó, 10",49.3,100.0,39.22,True,True,False,False,True,True,Same group - strong text match,same group and strong location/address match
22,563,23,564,InPost,Amazon,Convenience Stores,Convenience Stores,PUDO,PUDO,Envios Radas 25 Sl,Amazon Counter - Central De Envios,"Carrer de Radas, 9","Carrer de Radas, 9",4.47,100.0,24.0,True,True,False,True,True,True,Same group - strong text match,same group and strong location/address match
