customer_id,lon,lat,demand,scenario,instance_size,districte,barri,seccio_censal,poblacion_seccion,postal_code,codi_carrer,numpost,lletra,x_etrs89,y_etrs89
0,2.1601690882144804,41.38073587077459,2,low,1000,2,10,2162,1392,11,349706,35,,429776.616,4581363.991
1,2.124940359940217,41.37859258871933,2,low,1000,4,20,4038,1231,28,38604,24,,426828.496,4581155.191
2,2.1747455099095787,41.442148774629395,2,low,1000,8,51,8080,1647,42,173100,28,,431060.412,4588170.276
3,2.129147308077508,41.384699959925264,2,low,1000,4,19,4030,1797,28,92600,10,,427187.093,4581829.679
4,2.155333345133254,41.42569664746232,2,low,1000,7,37,7075,1282,32,269800,19,,429420.936,4586359.413
5,2.1953135186589283,41.420268361782895,2,low,1000,10,72,10115,1440,20,307207,56,,432756.047,4585724.953
6,2.1661808955416464,41.39870138412355,2,low,1000,2,7,2060,1767,37,145003,148,,430298.497,4583353.642
7,2.165746561696112,41.40769233541104,1,low,1000,6,32,6078,1347,25,356304,33,,430271.802,4584352.156
8,2.165652905948332,41.37846912735716,1,low,1000,1,1,1009,2388,1,76501,37,,430232.733,4581107.912
9,2.179112439267305,41.43189162604456,2,low,1000,8,45,8021,1476,16,319104,100,,431414.419,4587028.065
10,2.14065575038205,41.364352246829085,1,low,1000,3,13,3039,2760,38,701248,1,,428126.939,4579561.104
11,2.1359827530110955,41.39981730535126,1,low,1000,5,26,5049,1746,21,358900,23,,427775.353,4583502.266
12,2.1454690884492984,41.39924456665182,1,low,1000,5,26,5074,1661,21,23403,267,,428567.712,4583430.816
13,2.1800654107879063,41.397946156644004,2,low,1000,2,5,2008,1944,13,169409,762,,431458.363,4583258.72
14,2.184678407505752,41.413358373736834,2,low,1000,10,64,10002,1939,26,224802,44,,431860.09,4584966.126
15,2.2095041837264793,41.42143835040754,2,low,1000,10,73,10142,1736,20,150852,70,,433943.091,4585843.922
16,2.163289935041054,41.43569067385956,2,low,1000,7,43,7105,1148,31,88602,20,,430096.505,4587462.488
17,2.184767915819291,41.409129717903205,2,low,1000,10,64,10014,1408,26,286300,23,,431863.152,4584496.595
18,2.174701741385007,41.38015828696094,2,low,1000,1,2,1029,1522,2,276001,3,,430991.18,4581288.195
19,2.1971460654248745,41.414898344623346,2,low,1000,10,72,10109,1787,20,86200,124,,432903.659,4585127.358
20,2.168009186974479,41.37941061237337,2,low,1000,1,1,1010,2666,1,701367,2,,430430.768,4581210.54
21,2.152792066199687,41.42281907803864,2,low,1000,7,37,7077,1324,32,224405,64,,429205.463,4586042.022
22,2.1394828017476675,41.371076188096026,1,low,1000,3,16,3060,1398,14,10503,56,,428036.246,4580308.557
